destination,current_price,duration_minutes,stops_count,travel_class,offer_type,airline,departure_hour,profile,recommendation_score
London,442.38,262,1,economy,standard,Turkish Airlines,6,comfort,27
London,245.36,229,1,eco,eco,Vueling,10,comfort,21
London,494.6,200,0,economy,standard,Emirates,10,comfort,53
London,257.65,305,1,economy,standard,Transavia,16,balanced,44
London,291.75,193,0,standard,standard,Transavia,18,balanced,67
London,306.7,191,0,flex,flex,Transavia,19,balanced,100
London,494.35,210,0,flex,flex,Lufthansa,21,balanced,72
London,411.57,217,0,economy,standard,Qatar Airways,8,balanced,63
London,585.45,184,0,flex,flex,Emirates,16,balanced,72
London,378.61,160,0,eco,eco,Turkish Airlines,9,balanced,63
London,442.38,262,1,economy,standard,Turkish Airlines,6,balanced,29
London,245.36,229,1,eco,eco,Vueling,10,balanced,43
London,494.6,200,0,economy,standard,Emirates,10,balanced,50
New York,1084.08,688,0,standard,standard,Turkish Airlines,9,budget,38
New York,1191.06,725,1,flex,flex,Air France,18,budget,26
New York,1266.98,673,0,standard,standard,Turkish Airlines,17,budget,27
New York,1339.76,737,1,eco,eco,Qatar Airways,9,budget,19
New York,770.34,662,0,standard,standard,Vueling,11,budget,100
New York,1139.5,639,0,economy,standard,Emirates,10,budget,36
New York,1213.33,687,0,economy,standard,Air France,8,budget,42
New York,1012.41,632,0,economy,standard,Tunisair,20,budget,50
New York,1084.08,688,0,standard,standard,Turkish Airlines,9,comfort,74
New York,1191.06,725,1,flex,flex,Air France,18,comfort,54
New York,1266.98,673,0,standard,standard,Turkish Airlines,17,comfort,69
New York,1339.76,737,1,eco,eco,Qatar Airways,9,comfort,21
New York,770.34,662,0,standard,standard,Vueling,11,comfort,89
New York,1139.5,639,0,economy,standard,Emirates,10,comfort,84
New York,1213.33,687,0,economy,standard,Air France,8,comfort,72
New York,1012.41,632,0,economy,standard,Tunisair,20,comfort,93
New York,1084.08,688,0,standard,standard,Turkish Airlines,9,balanced,62
New York,1191.06,725,1,flex,flex,Air France,18,balanced,20
New York,1266.98,673,0,standard,standard,Turkish Airlines,17,balanced,62
New York,1339.76,737,1,eco,eco,Qatar Airways,9,balanced,19
New York,770.34,662,0,standard,standard,Vueling,11,balanced,93
New York,1139.5,639,0,economy,standard,Emirates,10,balanced,48
New York,1213.33,687,0,economy,standard,Air France,8,balanced,44
New York,1012.41,632,0,economy,standard,Tunisair,20,balanced,88
Paris,362.62,133,0,standard,standard,Air France,11,budget,38
Paris,245.71,344,2,eco,eco,Qatar Airways,19,budget,59
Paris,393.5,129,0,economy,standard,Qatar Airways,18,budget,30
Paris,196.29,161,0,economy,standard,Transavia,13,budget,96
Paris,269.48,269,1,economy,standard,Turkish Airlines,19,budget,52
Paris,347.25,127,0,flex,flex,Emirates,14,budget,37
Paris,361.27,286,1,economy,standard,Lufthansa,12,budget,35
Paris,247.69,185,0,economy,standard,Tunisair,8,budget,80
Paris,362.62,133,0,standard,standard,Air France,11,comfort,50
Paris,245.71,344,2,eco,eco,Qatar Airways,19,comfort,18
Paris,393.5,129,0,economy,standard,Qatar Airways,18,comfort,55
Paris,196.29,161,0,economy,standard,Transavia,13,comfort,49
Paris,269.48,269,1,economy,standard,Turkish Airlines,19,comfort,26
Paris,347.25,127,0,flex,flex,Emirates,14,comfort,100
Paris,361.27,286,1,economy,standard,Lufthansa,12,comfort,19
Paris,247.69,185,0,economy,standard,Tunisair,8,comfort,45
Paris,362.62,133,0,standard,standard,Air France,11,balanced,76
Paris,245.71,344,2,eco,eco,Qatar Airways,19,balanced,36
Paris,393.5,129,0,economy,standard,Qatar Airways,18,balanced,67
Paris,196.29,161,0,economy,standard,Transavia,13,balanced,96
Paris,269.48,269,1,economy,standard,Turkish Airlines,19,balanced,57
Paris,347.25,127,0,flex,flex,Emirates,14,balanced,98
Paris,361.27,286,1,economy,standard,Lufthansa,12,balanced,39
Paris,247.69,185,0,economy,standard,Tunisair,8,balanced,72
Madrid,163.95,196,1,economy,standard,Transavia,13,budget,65
Madrid,139.44,225,1,eco,eco,Vueling,18,budget,93
Madrid,351.7,162,0,standard,standard,Qatar Airways,17,budget,46
Madrid,260.76,225,1,standard,standard,Turkish Airlines,15,budget,39
Madrid,166.8,222,1,eco,eco,Transavia,18,budget,84
Madrid,163.95,196,1,economy,standard,Transavia,13,comfort,24
Madrid,139.44,225,1,eco,eco,Vueling,18,comfort,29
Madrid,351.7,162,0,standard,standard,Qatar Airways,17,comfort,100
Madrid,260.76,225,1,standard,standard,Turkish Airlines,15,comfort,32
Madrid,166.8,222,1,eco,eco,Transavia,18,comfort,20
Madrid,163.95,196,1,economy,standard,Transavia,13,balanced,38
Madrid,139.44,225,1,eco,eco,Vueling,18,balanced,45
Madrid,351.7,162,0,standard,standard,Qatar Airways,17,balanced,94
Madrid,260.76,225,1,standard,standard,Turkish Airlines,15,balanced,43
Madrid,166.8,222,1,eco,eco,Transavia,18,balanced,43
Dubai,759.88,352,0,economy,standard,Lufthansa,9,budget,50
Dubai,543.0,326,0,economy,standard,Vueling,18,budget,78
Dubai,677.38,344,0,economy,standard,Tunisair,13,budget,66
Dubai,523.2,325,0,eco,eco,Air France,7,budget,99
Dubai,713.42,359,0,economy,standard,Turkish Airlines,9,budget,75
Dubai,869.28,314,0,flex,flex,ITA Airways,17,budget,48
Dubai,636.77,354,0,economy,standard,Turkish Airlines,8,budget,79
Dubai,1355.75,436,1,business,standard,Emirates,16,budget,18
Dubai,798.5,431,1,economy,standard,Turkish Airlines,9,budget,50
Dubai,759.88,352,0,economy,standard,Lufthansa,9,comfort,64
Dubai,543.0,326,0,economy,standard,Vueling,18,comfort,82
Dubai,677.38,344,0,economy,standard,Tunisair,13,comfort,59
Dubai,523.2,325,0,eco,eco,Air France,7,comfort,70
Dubai,713.42,359,0,economy,standard,Turkish Airlines,9,comfort,59
Dubai,869.28,314,0,flex,flex,ITA Airways,17,comfort,92
Dubai,636.77,354,0,economy,standard,Turkish Airlines,8,comfort,66
Dubai,1355.75,436,1,business,standard,Emirates,16,comfort,30
Dubai,798.5,431,1,economy,standard,Turkish Airlines,9,comfort,20
Dubai,759.88,352,0,economy,standard,Lufthansa,9,balanced,86
Dubai,543.0,326,0,economy,standard,Vueling,18,balanced,71
Dubai,677.38,344,0,economy,standard,Tunisair,13,balanced,54
Dubai,523.2,325,0,eco,eco,Air France,7,balanced,97
Dubai,713.42,359,0,economy,standard,Turkish Airlines,9,balanced,44
Dubai,869.28,314,0,flex,flex,ITA Airways,17,balanced,84
Dubai,636.77,354,0,economy,standard,Turkish Airlines,8,balanced,98
Dubai,1355.75,436,1,business,standard,Emirates,16,balanced,12
Dubai,798.5,431,1,economy,standard,Turkish Airlines,9,balanced,22
Doha,433.57,456,1,eco,eco,Vueling,17,budget,82
Doha,980.76,411,1,flex,flex,Qatar Airways,11,budget,37
Doha,593.14,310,0,economy,standard,Turkish Airlines,18,budget,76
Doha,574.03,349,0,eco,eco,Tunisair,20,budget,69
Doha,681.9,397,1,standard,standard,Tunisair,12,budget,52
Doha,701.63,593,2,flex,flex,Tunisair,23,budget,39
Doha,578.11,307,0,standard,standard,Transavia,6,budget,100
Doha,535.63,325,0,standard,standard,ITA Airways,12,budget,89
Doha,804.51,391,1,standard,standard,Turkish Airlines,11,budget,35
Doha,433.57,456,1,eco,eco,Vueling,17,comfort,40
Doha,980.76,411,1,flex,flex,Qatar Airways,11,comfort,52
Doha,593.14,310,0,economy,standard,Turkish Airlines,18,comfort,78
Doha,574.03,349,0,eco,eco,Tunisair,20,comfort,60
Doha,681.9,397,1,standard,standard,Tunisair,12,comfort,47
Doha,701.63,593,2,flex,flex,Tunisair,23,comfort,29
Doha,578.11,307,0,standard,standard,Transavia,6,comfort,71
Doha,535.63,325,0,standard,standard,ITA Airways,12,comfort,96
Doha,804.51,391,1,standard,standard,Turkish Airlines,11,comfort,52
Doha,433.57,456,1,eco,eco,Vueling,17,balanced,75
Doha,980.76,411,1,flex,flex,Qatar Airways,11,balanced,38
Doha,593.14,310,0,economy,standard,Turkish Airlines,18,balanced,78
Doha,574.03,349,0,eco,eco,Tunisair,20,balanced,71
Doha,681.9,397,1,standard,standard,Tunisair,12,balanced,50
Doha,701.63,593,2,flex,flex,Tunisair,23,balanced,40
Doha,578.11,307,0,standard,standard,Transavia,6,balanced,86
Doha,535.63,325,0,standard,standard,ITA Airways,12,balanced,92
Doha,804.51,391,1,standard,standard,Turkish Airlines,11,balanced,56
Dubai,710.71,328,0,eco,eco,Air France,8,budget,47
Dubai,584.78,455,1,standard,standard,Tunisair,9,budget,100
Dubai,632.39,390,1,economy,standard,Turkish Airlines,21,budget,70
Dubai,755.18,329,0,economy,standard,Emirates,11,budget,32
Dubai,783.13,351,0,economy,standard,Emirates,8,budget,28
Dubai,516.66,473,1,standard,standard,Vueling,9,budget,88
Dubai,737.02,419,1,economy,standard,ITA Airways,19,budget,30
Dubai,649.58,442,1,economy,standard,Emirates,10,budget,37
Dubai,710.71,328,0,eco,eco,Air France,8,comfort,71
Dubai,584.78,455,1,standard,standard,Tunisair,9,comfort,36
Dubai,632.39,390,1,economy,standard,Turkish Airlines,21,comfort,29
Dubai,755.18,329,0,economy,standard,Emirates,11,comfort,99
Dubai,783.13,351,0,economy,standard,Emirates,8,comfort,82
Dubai,516.66,473,1,standard,standard,Vueling,9,comfort,46
Dubai,737.02,419,1,economy,standard,ITA Airways,19,comfort,31
Dubai,649.58,442,1,economy,standard,Emirates,10,comfort,29
Dubai,710.71,328,0,eco,eco,Air France,8,balanced,79
Dubai,584.78,455,1,standard,standard,Tunisair,9,balanced,74
Dubai,632.39,390,1,economy,standard,Turkish Airlines,21,balanced,75
Dubai,755.18,329,0,economy,standard,Emirates,11,balanced,95
Dubai,783.13,351,0,economy,standard,Emirates,8,balanced,64
Dubai,516.66,473,1,standard,standard,Vueling,9,balanced,79
Dubai,737.02,419,1,economy,standard,ITA Airways,19,balanced,41
Dubai,649.58,442,1,economy,standard,Emirates,10,balanced,55
New York,1155.07,668,0,standard,standard,ITA Airways,10,budget,96
New York,1789.3,747,1,business,standard,Tunisair,18,budget,31
New York,1115.35,650,0,eco,eco,ITA Airways,9,budget,81
New York,1346.08,664,0,economy,standard,Lufthansa,22,budget,84
New York,1321.93,650,0,eco,eco,Qatar Airways,5,budget,83
New York,1290.11,720,1,economy,standard,Air France,12,budget,44
New York,1398.4,675,0,economy,standard,Qatar Airways,8,budget,53
New York,1002.94,731,1,standard,standard,ITA Airways,18,budget,71
New York,1155.07,668,0,standard,standard,ITA Airways,10,comfort,88
New York,1789.3,747,1,business,standard,Tunisair,18,comfort,39
New York,1115.35,650,0,eco,eco,ITA Airways,9,comfort,73
New York,1346.08,664,0,economy,standard,Lufthansa,22,comfort,68
New York,1321.93,650,0,eco,eco,Qatar Airways,5,comfort,82
New York,1290.11,720,1,economy,standard,Air France,12,comfort,23
New York,1398.4,675,0,economy,standard,Qatar Airways,8,comfort,84
New York,1002.94,731,1,standard,standard,ITA Airways,18,comfort,21
New York,1155.07,668,0,standard,standard,ITA Airways,10,balanced,92
New York,1789.3,747,1,business,standard,Tunisair,18,balanced,21
New York,1115.35,650,0,eco,eco,ITA Airways,9,balanced,68
New York,1346.08,664,0,economy,standard,Lufthansa,22,balanced,88
New York,1321.93,650,0,eco,eco,Qatar Airways,5,balanced,74
New York,1290.11,720,1,economy,standard,Air France,12,balanced,43
New York,1398.4,675,0,economy,standard,Qatar Airways,8,balanced,63
New York,1002.94,731,1,standard,standard,ITA Airways,18,balanced,49
London,346.44,178,0,economy,standard,Turkish Airlines,8,budget,60
London,326.24,177,0,standard,standard,ITA Airways,10,budget,61
London,380.83,206,0,eco,eco,Air France,17,budget,51
London,451.39,217,0,economy,standard,Qatar Airways,17,budget,35
London,382.99,212,0,standard,standard,ITA Airways,10,budget,46
London,539.64,343,2,flex,flex,Qatar Airways,8,budget,32
London,331.36,188,0,economy,standard,Air France,21,budget,64
London,231.77,213,0,eco,eco,Vueling,7,budget,100
London,346.44,178,0,economy,standard,Turkish Airlines,8,comfort,86
London,326.24,177,0,standard,standard,ITA Airways,10,comfort,99
London,380.83,206,0,eco,eco,Air France,17,comfort,84
London,451.39,217,0,economy,standard,Qatar Airways,17,comfort,80
London,382.99,212,0,standard,standard,ITA Airways,10,comfort,74
London,539.64,343,2,flex,flex,Qatar Airways,8,comfort,47
London,331.36,188,0,economy,standard,Air France,21,comfort,68
London,231.77,213,0,eco,eco,Vueling,7,comfort,70
London,346.44,178,0,economy,standard,Turkish Airlines,8,balanced,82
London,326.24,177,0,standard,standard,ITA Airways,10,balanced,97
London,380.83,206,0,eco,eco,Air France,17,balanced,77
London,451.39,217,0,economy,standard,Qatar Airways,17,balanced,51
London,382.99,212,0,standard,standard,ITA Airways,10,balanced,73
London,539.64,343,2,flex,flex,Qatar Airways,8,balanced,32
London,331.36,188,0,economy,standard,Air France,21,balanced,69
London,231.77,213,0,eco,eco,Vueling,7,balanced,80
Istanbul,239.21,203,0,standard,standard,Vueling,19,budget,92
Istanbul,368.71,307,2,economy,standard,Tunisair,17,budget,51
Istanbul,609.13,215,1,flex,flex,Qatar Airways,12,budget,25
Istanbul,497.72,178,0,standard,standard,Air France,8,budget,58
Istanbul,283.32,205,0,flex,flex,Transavia,19,budget,90
Istanbul,573.86,246,1,standard,standard,Emirates,10,budget,23
Istanbul,381.6,180,0,economy,standard,Emirates,18,budget,63
Istanbul,239.21,203,0,standard,standard,Vueling,19,comfort,90
Istanbul,368.71,307,2,economy,standard,Tunisair,17,comfort,22
Istanbul,609.13,215,1,flex,flex,Qatar Airways,12,comfort,61
Istanbul,497.72,178,0,standard,standard,Air France,8,comfort,94
Istanbul,283.32,205,0,flex,flex,Transavia,19,comfort,100
Istanbul,573.86,246,1,standard,standard,Emirates,10,comfort,45
Istanbul,381.6,180,0,economy,standard,Emirates,18,comfort,79
Istanbul,239.21,203,0,standard,standard,Vueling,19,balanced,96
Istanbul,368.71,307,2,economy,standard,Tunisair,17,balanced,27
Istanbul,609.13,215,1,flex,flex,Qatar Airways,12,balanced,68
Istanbul,497.72,178,0,standard,standard,Air France,8,balanced,65
Istanbul,283.32,205,0,flex,flex,Transavia,19,balanced,100
Istanbul,573.86,246,1,standard,standard,Emirates,10,balanced,47
Istanbul,381.6,180,0,economy,standard,Emirates,18,balanced,97
London,357.21,217,0,economy,standard,ITA Airways,19,budget,49
London,424.01,212,0,standard,standard,Turkish Airlines,10,budget,32
London,353.67,191,0,eco,eco,Lufthansa,12,budget,45
London,341.74,167,0,economy,standard,Turkish Airlines,11,budget,79
London,314.34,207,0,eco,eco,Air France,9,budget,100
London,443.34,219,0,economy,standard,Emirates,8,budget,31
London,362.97,175,0,eco,eco,ITA Airways,19,budget,55
London,434.94,234,1,economy,standard,Emirates,18,budget,20
London,440.86,281,1,economy,standard,ITA Airways,16,budget,18
London,469.95,215,0,flex,flex,ITA Airways,10,budget,33
London,357.21,217,0,economy,standard,ITA Airways,19,comfort,66
London,424.01,212,0,standard,standard,Turkish Airlines,10,comfort,68
London,353.67,191,0,eco,eco,Lufthansa,12,comfort,78
London,341.74,167,0,economy,standard,Turkish Airlines,11,comfort,92
London,314.34,207,0,eco,eco,Air France,9,comfort,60
London,443.34,219,0,economy,standard,Emirates,8,comfort,66
London,362.97,175,0,eco,eco,ITA Airways,19,comfort,87
London,434.94,234,1,economy,standard,Emirates,18,comfort,48
London,440.86,281,1,economy,standard,ITA Airways,16,comfort,19
London,469.95,215,0,flex,flex,ITA Airways,10,comfort,81
London,357.21,217,0,economy,standard,ITA Airways,19,balanced,67
London,424.01,212,0,standard,standard,Turkish Airlines,10,balanced,71
London,353.67,191,0,eco,eco,Lufthansa,12,balanced,92
London,341.74,167,0,economy,standard,Turkish Airlines,11,balanced,90
London,314.34,207,0,eco,eco,Air France,9,balanced,95
London,443.34,219,0,economy,standard,Emirates,8,balanced,48
London,362.97,175,0,eco,eco,ITA Airways,19,balanced,69
London,434.94,234,1,economy,standard,Emirates,18,balanced,50
London,440.86,281,1,economy,standard,ITA Airways,16,balanced,26
London,469.95,215,0,flex,flex,ITA Airways,10,balanced,59
London,330.14,251,1,standard,standard,Transavia,19,budget,31
London,392.86,326,1,standard,standard,Tunisair,12,budget,25
London,456.06,280,1,flex,flex,ITA Airways,15,budget,24
London,309.71,201,0,economy,standard,Tunisair,19,budget,62
London,270.03,169,0,eco,eco,Vueling,9,budget,100
London,391.4,167,0,economy,standard,Qatar Airways,13,budget,42
London,318.22,198,0,flex,flex,Vueling,10,budget,62
London,310.55,173,0,standard,standard,Vueling,16,budget,67
London,330.14,251,1,standard,standard,Transavia,19,comfort,48
London,392.86,326,1,standard,standard,Tunisair,12,comfort,13
London,456.06,280,1,flex,flex,ITA Airways,15,comfort,28
London,309.71,201,0,economy,standard,Tunisair,19,comfort,69
London,270.03,169,0,eco,eco,Vueling,9,comfort,97
London,391.4,167,0,economy,standard,Qatar Airways,13,comfort,76
London,318.22,198,0,flex,flex,Vueling,10,comfort,97
London,310.55,173,0,standard,standard,Vueling,16,comfort,87
London,330.14,251,1,standard,standard,Transavia,19,balanced,48
London,392.86,326,1,standard,standard,Tunisair,12,balanced,30
London,456.06,280,1,flex,flex,ITA Airways,15,balanced,32
London,309.71,201,0,economy,standard,Tunisair,19,balanced,88
London,270.03,169,0,eco,eco,Vueling,9,balanced,77
London,391.4,167,0,economy,standard,Qatar Airways,13,balanced,48
London,318.22,198,0,flex,flex,Vueling,10,balanced,84
London,310.55,173,0,standard,standard,Vueling,16,balanced,100
Cairo,290.66,293,1,economy,standard,Transavia,9,budget,65
Cairo,269.63,312,1,economy,standard,Transavia,13,budget,88
Cairo,306.59,213,0,standard,standard,Tunisair,9,budget,87
Cairo,472.03,214,0,standard,standard,Air France,13,budget,51
Cairo,336.86,219,0,economy,standard,Tunisair,11,budget,98
Cairo,361.67,450,2,flex,flex,Transavia,7,budget,31
Cairo,367.67,310,1,standard,standard,Lufthansa,10,budget,53
Cairo,252.2,254,1,economy,standard,Transavia,18,budget,91
Cairo,354.33,248,1,economy,standard,Turkish Airlines,13,budget,55
Cairo,333.95,212,0,eco,eco,Turkish Airlines,13,budget,74
Cairo,290.66,293,1,economy,standard,Transavia,9,comfort,32
Cairo,269.63,312,1,economy,standard,Transavia,13,comfort,35
Cairo,306.59,213,0,standard,standard,Tunisair,9,comfort,85
Cairo,472.03,214,0,standard,standard,Air France,13,comfort,57
Cairo,336.86,219,0,economy,standard,Tunisair,11,comfort,69
Cairo,361.67,450,2,flex,flex,Transavia,7,comfort,23
Cairo,367.67,310,1,standard,standard,Lufthansa,10,comfort,51
Cairo,252.2,254,1,economy,standard,Transavia,18,comfort,51
Cairo,354.33,248,1,economy,standard,Turkish Airlines,13,comfort,47
Cairo,333.95,212,0,eco,eco,Turkish Airlines,13,comfort,65
Cairo,290.66,293,1,economy,standard,Transavia,9,balanced,67
Cairo,269.63,312,1,economy,standard,Transavia,13,balanced,65
Cairo,306.59,213,0,standard,standard,Tunisair,9,balanced,76
Cairo,472.03,214,0,standard,standard,Air France,13,balanced,53
Cairo,336.86,219,0,economy,standard,Tunisair,11,balanced,100
Cairo,361.67,450,2,flex,flex,Transavia,7,balanced,38
Cairo,367.67,310,1,standard,standard,Lufthansa,10,balanced,66
Cairo,252.2,254,1,economy,standard,Transavia,18,balanced,65
Cairo,354.33,248,1,economy,standard,Turkish Airlines,13,balanced,54
Cairo,333.95,212,0,eco,eco,Turkish Airlines,13,balanced,66
Cairo,305.92,247,0,eco,eco,Emirates,18,budget,46
Cairo,195.59,223,0,eco,eco,Transavia,7,budget,100
Cairo,330.6,214,0,eco,eco,Qatar Airways,9,budget,64
Cairo,487.33,211,0,standard,standard,Qatar Airways,17,budget,30
Cairo,368.04,205,0,economy,standard,Lufthansa,9,budget,55
Cairo,379.85,293,1,standard,standard,Vueling,18,budget,36
Cairo,406.22,242,0,economy,standard,Emirates,18,budget,25
Cairo,345.59,424,2,economy,standard,ITA Airways,7,budget,15
Cairo,284.45,217,0,standard,standard,Vueling,18,budget,79
Cairo,305.92,247,0,eco,eco,Emirates,18,comfort,50
Cairo,195.59,223,0,eco,eco,Transavia,7,comfort,59
Cairo,330.6,214,0,eco,eco,Qatar Airways,9,comfort,60
Cairo,487.33,211,0,standard,standard,Qatar Airways,17,comfort,93
Cairo,368.04,205,0,economy,standard,Lufthansa,9,comfort,84
Cairo,379.85,293,1,standard,standard,Vueling,18,comfort,45
Cairo,406.22,242,0,economy,standard,Emirates,18,comfort,67
Cairo,345.59,424,2,economy,standard,ITA Airways,7,comfort,36
Cairo,284.45,217,0,standard,standard,Vueling,18,comfort,85
Cairo,305.92,247,0,eco,eco,Emirates,18,balanced,100
Cairo,195.59,223,0,eco,eco,Transavia,7,balanced,90
Cairo,330.6,214,0,eco,eco,Qatar Airways,9,balanced,61
Cairo,487.33,211,0,standard,standard,Qatar Airways,17,balanced,59
Cairo,368.04,205,0,economy,standard,Lufthansa,9,balanced,59
Cairo,379.85,293,1,standard,standard,Vueling,18,balanced,40
Cairo,406.22,242,0,economy,standard,Emirates,18,balanced,52
Cairo,345.59,424,2,economy,standard,ITA Airways,7,balanced,26
Cairo,284.45,217,0,standard,standard,Vueling,18,balanced,91
New York,1029.46,672,0,economy,standard,ITA Airways,11,budget,75
New York,1006.32,741,1,economy,standard,Vueling,11,budget,57
New York,982.36,658,0,eco,eco,Turkish Airlines,11,budget,100
New York,1166.64,756,1,economy,standard,Tunisair,20,budget,44
New York,1174.05,650,0,economy,standard,Turkish Airlines,13,budget,54
New York,1133.53,873,2,eco,eco,Emirates,8,budget,51
New York,1115.29,627,0,standard,standard,Tunisair,23,budget,79
New York,1071.01,667,0,flex,flex,Transavia,15,budget,57
New York,2226.9,746,1,business,standard,Air France,15,budget,14
New York,1029.46,672,0,economy,standard,ITA Airways,11,comfort,97
New York,1006.32,741,1,economy,standard,Vueling,11,comfort,44
New York,982.36,658,0,eco,eco,Turkish Airlines,11,comfort,100
New York,1166.64,756,1,economy,standard,Tunisair,20,comfort,42
New York,1174.05,650,0,economy,standard,Turkish Airlines,13,comfort,88
New York,1133.53,873,2,eco,eco,Emirates,8,comfort,20
New York,1115.29,627,0,standard,standard,Tunisair,23,comfort,60
New York,1071.01,667,0,flex,flex,Transavia,15,comfort,89
New York,2226.9,746,1,business,standard,Air France,15,comfort,36
New York,1029.46,672,0,economy,standard,ITA Airways,11,balanced,91
New York,1006.32,741,1,economy,standard,Vueling,11,balanced,45
New York,982.36,658,0,eco,eco,Turkish Airlines,11,balanced,91
New York,1166.64,756,1,economy,standard,Tunisair,20,balanced,52
New York,1174.05,650,0,economy,standard,Turkish Airlines,13,balanced,74
New York,1133.53,873,2,eco,eco,Emirates,8,balanced,30
New York,1115.29,627,0,standard,standard,Tunisair,23,balanced,84
New York,1071.01,667,0,flex,flex,Transavia,15,balanced,77
New York,2226.9,746,1,business,standard,Air France,15,balanced,23
Paris,321.0,183,0,eco,eco,Qatar Airways,9,budget,67
Paris,359.93,212,1,flex,flex,Qatar Airways,16,budget,60
Paris,272.16,291,2,eco,eco,Tunisair,7,budget,53
Paris,510.42,244,1,flex,flex,Qatar Airways,9,budget,21
Paris,364.95,140,0,standard,standard,Turkish Airlines,20,budget,57
Paris,263.81,233,1,flex,flex,Vueling,9,budget,100
Paris,321.0,183,0,eco,eco,Qatar Airways,9,comfort,69
Paris,359.93,212,1,flex,flex,Qatar Airways,16,comfort,69
Paris,272.16,291,2,eco,eco,Tunisair,7,comfort,19
Paris,510.42,244,1,flex,flex,Qatar Airways,9,comfort,57
Paris,364.95,140,0,standard,standard,Turkish Airlines,20,comfort,92
Paris,263.81,233,1,flex,flex,Vueling,9,comfort,91
Paris,321.0,183,0,eco,eco,Qatar Airways,9,balanced,96
Paris,359.93,212,1,flex,flex,Qatar Airways,16,balanced,87
Paris,272.16,291,2,eco,eco,Tunisair,7,balanced,34
Paris,510.42,244,1,flex,flex,Qatar Airways,9,balanced,31
Paris,364.95,140,0,standard,standard,Turkish Airlines,20,balanced,100
Paris,263.81,233,1,flex,flex,Vueling,9,balanced,79
Doha,1062.15,293,0,business,standard,ITA Airways,11,budget,21
Doha,627.03,439,1,economy,standard,Emirates,17,budget,33
Doha,709.38,347,1,economy,standard,Qatar Airways,9,budget,38
Doha,549.72,332,0,standard,standard,Vueling,19,budget,69
Doha,654.69,467,2,economy,standard,ITA Airways,22,budget,36
Doha,702.14,318,0,economy,standard,Lufthansa,12,budget,44
Doha,442.62,400,1,economy,standard,Tunisair,6,budget,72
Doha,436.22,296,0,economy,standard,Transavia,11,budget,100
Doha,1062.15,293,0,business,standard,ITA Airways,11,comfort,100
Doha,627.03,439,1,economy,standard,Emirates,17,comfort,15
Doha,709.38,347,1,economy,standard,Qatar Airways,9,comfort,33
Doha,549.72,332,0,standard,standard,Vueling,19,comfort,57
Doha,654.69,467,2,economy,standard,ITA Airways,22,comfort,31
Doha,702.14,318,0,economy,standard,Lufthansa,12,comfort,43
Doha,442.62,400,1,economy,standard,Tunisair,6,comfort,30
Doha,436.22,296,0,economy,standard,Transavia,11,comfort,44
Doha,1062.15,293,0,business,standard,ITA Airways,11,balanced,69
Doha,627.03,439,1,economy,standard,Emirates,17,balanced,52
Doha,709.38,347,1,economy,standard,Qatar Airways,9,balanced,48
Doha,549.72,332,0,standard,standard,Vueling,19,balanced,79
Doha,654.69,467,2,economy,standard,ITA Airways,22,balanced,28
Doha,702.14,318,0,economy,standard,Lufthansa,12,balanced,58
Doha,442.62,400,1,economy,standard,Tunisair,6,balanced,55
Doha,436.22,296,0,economy,standard,Transavia,11,balanced,100
London,366.65,291,1,standard,standard,Air France,10,budget,40
London,454.67,411,2,economy,standard,Emirates,17,budget,19
London,367.96,204,0,economy,standard,ITA Airways,18,budget,36
London,350.28,250,1,economy,standard,Lufthansa,19,budget,57
London,240.93,206,0,eco,eco,Vueling,17,budget,88
London,356.76,198,0,eco,eco,Emirates,10,budget,61
London,366.65,291,1,standard,standard,Air France,10,comfort,79
London,454.67,411,2,economy,standard,Emirates,17,comfort,28
London,367.96,204,0,economy,standard,ITA Airways,18,comfort,94
London,350.28,250,1,economy,standard,Lufthansa,19,comfort,70
London,240.93,206,0,eco,eco,Vueling,17,comfort,76
London,356.76,198,0,eco,eco,Emirates,10,comfort,90
London,366.65,291,1,standard,standard,Air France,10,balanced,63
London,454.67,411,2,economy,standard,Emirates,17,balanced,33
London,367.96,204,0,economy,standard,ITA Airways,18,balanced,75
London,350.28,250,1,economy,standard,Lufthansa,19,balanced,70
London,240.93,206,0,eco,eco,Vueling,17,balanced,100
London,356.76,198,0,eco,eco,Emirates,10,balanced,80
Madrid,274.07,266,2,economy,standard,Lufthansa,23,budget,35
Madrid,238.77,180,1,economy,standard,Tunisair,14,budget,76
Madrid,315.26,252,2,standard,standard,Turkish Airlines,9,budget,24
Madrid,331.24,287,1,flex,flex,Turkish Airlines,9,budget,23
Madrid,259.57,379,2,economy,standard,ITA Airways,22,budget,47
Madrid,336.46,136,0,economy,standard,Emirates,15,budget,29
Madrid,236.54,141,0,economy,standard,Air France,9,budget,100
Madrid,272.11,138,0,economy,standard,ITA Airways,19,budget,49
Madrid,242.64,200,1,economy,standard,ITA Airways,21,budget,83
Madrid,274.07,266,2,economy,standard,Lufthansa,23,comfort,21
Madrid,238.77,180,1,economy,standard,Tunisair,14,comfort,52
Madrid,315.26,252,2,standard,standard,Turkish Airlines,9,comfort,45
Madrid,331.24,287,1,flex,flex,Turkish Airlines,9,comfort,79
Madrid,259.57,379,2,economy,standard,ITA Airways,22,comfort,15
Madrid,336.46,136,0,economy,standard,Emirates,15,comfort,83
Madrid,236.54,141,0,economy,standard,Air France,9,comfort,92
